City,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
Mitchell,,,,,,,,,1,,,,1
Molalla,,,,1,,,1,,,1,,,3
Monmouth,,,,1,,1,1,,,,,,3
Monroe,,,,,1,,,,,,,,1
Mount Angel,,1,,,,,,,1,,,1,3
Mount Hood,,,,,,1,,2,,,,,3
Mt. Hood,1,,,,,,,,,,,,1
Myrtle Creek,,,,,,1,,,,,,,1
Nehalem,,1,,,,,,,,,,,1
Newberg,,,,1,1,2,1,,1,,,,6
Newport,1,2,2,1,8,3,5,,4,5,1,,32
North Bend,,1,,,,,,2,,,,,3
North Plains,,,,,1,1,,2,,,,,4
Nyssa,,,,,,,1,,,,,,1
Oakland,,,,,,,1,,,,,,1
Oakridge,,,,,1,1,,1,1,1,,,5
Olallie Lake,,,,,,,,,1,,,,1
Ontario,,,,,,1,,,,,,,1
Oregon City,,,1,,1,2,1,1,1,,1,,8
Oxbow,,,,,1,,,,,,,,1
Pacific City,,,,,,,,1,,,,,1
Parkdale,,,,,,,,,,1,,,1
Pendleton,,,,,2,,,1,,1,,,4
Philomath,,,,,,,1,,1,1,,,3
Phoenix,,1,,,,,,,2,,1,,4
Portland,1,3,3,6,16,11,10,16,20,17,10,4,117
Powell Butte,,,,,,,,,,,1,,1
Powers,,,,1,,,,,,,,,1
Prineville,,,,,2,1,,,,,,,3
Rainier,,,,,,,1,,,,,,1
Redmond,1,1,,,2,2,,1,,1,,,8
Reedsport,,,,,1,,,,,,,,1
Rickreall,,,,,,,,,,,1,,1
Riddle,,,,,,,1,,,,,,1
Rogue River,,1,,,,1,,,,,,,2
Roseburg,,,2,1,1,2,,1,1,1,,1,10
Ruch,,,,,,1,,,,,,,1
Saint Paul,,,,,,,,,1,,,,1
Salem,3,1,3,2,5,6,8,11,7,4,1,,51
Sandy,,,,,1,,1,,,1,,,3
Scappoose,,,,,,1,,,,,,,1
Scio,,1,,,1,,,,,,,,2
Seaside,,,,,,,1,,,,,,1
Sherwood,,,,,3,,,,,,1,,4
Silverton,,1,,,2,1,,1,,,2,1,8
Sisters,,1,1,2,,,1,2,,1,,,8
South Beach,,,,,,,,1,,,,,1
Spray,,,,,1,,,,,,,,1
Springfield,,,1,1,,4,,1,1,,1,,9
St. Helens,,,,2,,,,,,1,,1,4
St. Paul,,,1,,1,1,1,,2,,,,6
Stayton,,,1,2,1,,,,,,1,,5
Sublimity,,,,,,1,,,1,1,,,3
Sunriver,,,,,,4,1,,2,,,,7
Sutherlin,,,,,1,,,,,,,,1
Sweet Home,,1,,,1,,,,3,,,,5
Talent,,,,,,,,,,2,,,2
Terrebonne,,,,,2,,,1,1,,,,4
The Dalles,1,1,1,1,1,,2,1,1,1,,,10
Tigard,1,,,1,,2,2,,1,1,,2,10
Tillamook,,1,2,,,1,,1,1,1,,,7
Timothy Lake,,,,,,,2,,,,,,2
Toledo,,,,1,,,,,,,,,1
Trail,,,,1,,,,,,,,,1
Troutdale,,1,,,1,,,,1,1,,,4
Tualatin,,1,1,1,2,2,2,2,2,4,,,17
Turner,1,,,,,,,,,,,,1
Tygh Valley,,,,,,1,,1,,,,,2
Umatilla,,,,,,,,,,1,,,1
Umpqua,,,1,,,,,,,,,,1
Union,,,,,,,,1,,,,,1
Vale,,,,,,,1,,,,,,1
Vernonia,,,,1,,,,,,,,1,2
Walterville,,,,,,,,,1,,,,1
Warrenton,,,,,,,,,1,,,,1
Welches,,,,,,,,1,,,,,1
West Linn,2,,,,2,,1,,,,3,1,9
Willamette Pass,,1,,,,,,,,,,,1
Wilsonville,,,,,1,1,2,,,2,,1,7
Wood Village,,,,,,,,,1,,,,1
Woodburn,,,1,,,,,,,2,,,3
Yachats,1,,,,,,,,,2,,,3
Yamhill,,,,,,,,,1,,,,1
Total,24,36,43,62,133,109,102,100,115,103,52,34,913
