City,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
Franklin Lakes,,,,,,1,,,2,,,1,4
Franklinville,,,,,,,,,1,,,,1
Freehold,5,,1,,1,,,,,,3,1,11
Frenchtown,,,,,,,,,,1,,,1
Galloway,,,,,,,,1,,,,,1
Garfield,,,,,,,,,1,,,,1
Gibbsboro,,,1,,,,,,,,,,1
Glassboro,4,4,1,,1,3,5,4,,1,,4,27
Glen Ridge,,,,,,1,,,,,1,,2
Glen Rock,,1,,,,,1,,1,1,,,4
Gloucester City,,,,,,,,,,1,1,,2
Gloucester Township,,,,1,,,,,,,,,1
Green Brook,,,,,,,,,,,1,,1
Greenwich,,,,,,,,,1,,,,1
Hackettstown,,,,1,1,2,,,,,2,,6
Haddon Heights,,,,,,1,1,,1,2,,,5
Haddon Township,,,,,,,,1,,1,,1,3
Haddonfield,,,2,,1,,,,,2,2,,7
Hamilton,,,,1,1,,,1,1,2,,,6
Hamilton Township,1,,,,,1,,,,,,,2
Hammonton,,,,,2,,1,,,,,,3
Hardyston,,,,,,1,,,,,,,1
Harrington Park,,,,,,,,,,,1,,1
Harrisonville,,,1,,,,,,,,,,1
Harvey Cedars,,,,,,,,1,,,,,1
Hasbrouck Heights,,,,1,,,,,,,,,1
Haworth,,,,,,,,,1,,,,1
Hewitt,,,,,1,,,,,1,,,2
HIghland Park,,,,,1,2,2,,,,,,5
Highlands,,,,,,,,,1,,,,1
Hightstown,,,,,,,,,2,,,,2
Hillsborough,1,,1,1,1,,,1,1,5,1,,12
Hillsdale,,,1,,,,,1,,,,,2
Ho-Ho-Kus,,,,,,,,,,1,,,1
Hoboken,1,,,2,1,2,1,,2,1,1,,11
Holgate,,,,,,,,,,1,,,1
Holmdel,,,,,2,1,,,1,1,,,5
Hopatcong,,,,,1,,,,,1,,,2
Howell,,,,,1,,,,,,,,1
Interlaken,,,,,,,,,,1,,,1
Island Heights,,,,,1,,,,,,,,1
Jackson,,,,,1,,1,,2,1,1,,6
Jamesburg,,,,,,,,,,2,,,2
Jersey City,,,1,1,6,2,2,3,3,4,1,,23
Jobstown,,,,,,,,,,,1,,1
Keansburg,,,,,1,,,,,,,,1
Kearny,,,,,,,,1,1,,,,2
Keyport,,,,,,,,,1,,,,1
Kinnelon,,,,1,,,,1,,,1,,3
Lafayette,,,,,1,,,,,,,,1
Lake Como,,,2,1,,,,,1,,,2,6
Lakehurst,,,,,,,,,,,,1,1
Lakewood,,,,,,,,,2,1,,,3
Lambertville,,,,1,,,,,,,,,1
Landing,,,,,,,,,,1,,,1
Landisville,,,,,,,,,,1,,,1
Laurel Springs,,,,,,,,,,1,,,1
Lavallette,,,,,,1,,,,,,,1
Lawrence Township,,,,,,,,,,,1,,1
Lawrenceville,,,,1,1,1,,,,,,1,4
Lebanon,,,,,2,,,,,,,,2
Leonia,,,,1,,,,,,,,,1
Liberty Corner,,,,,,,,,,1,,,1
Lincoln Park,,,,,,1,,,,,1,,2
Lincroft,,,2,,,1,,,,2,2,,7
Linden,,,,,,1,,,,,,,1
Lindenwold,,,,,,,,,,1,,,1
Little Falls,,,,,,,,,,,1,,1
Little Ferry,,,,,,1,,,,,,,1
Little Silver,,,,,,,,,,1,,,1
Livingston,,,,,2,,,,,,,,2
Logan Township,,,,1,,,,,,,,,1
Long Beach,,,,,,1,,,,,,,1
Long Beach Island,,,,,1,,,,,,,,1
Long Branch,,1,,2,,,2,1,2,3,,,11
Long Valley,,,,,,,,,1,,,,1
Longport,,,,,,,,1,,,,,1
Lower Township,,,,,,,,,1,,,,1
Lyndhurst,,,,,,,,,,1,,,1
Madison,,,,,3,,,,1,,1,,5
Mahwah,,,,,2,,,,1,1,,,4
Manahawkin,,,1,,,1,,,,,1,,3
Manalapan,,,,,2,,,,,1,,,3
Manasquan,,1,,,2,,,,,1,1,,5
Mantua,,,1,,,,,,,,,,1
Maple Shade,,,,,,,,,1,,,,1
Maplewood,,1,,,2,,1,,,1,,,5
Margate,,,1,,,,,,,,,,1
Marlboro,,,,,,1,,,,,,,1
Marlton,,,,3,3,,1,,3,5,1,,16
Marmora,,,,,,,,1,,,,,1
Martinsville,,,1,,,,,,,,,,1
Matawan,,,,,,,,,,,2,,2
Mays Landing,,,,,1,,1,,,1,,,3
Maywood,,,,,,,,,,1,,,1
McGuire Air Force Base,,,,,,,,,1,4,,,5
Medford,,1,1,1,,2,1,1,2,2,1,1,13
Medford Lakes,,,,1,1,,,1,,,1,,4
Mendham,,,,,,1,,1,,1,,,3
Mercerville,,,,,,,,,,,,1,1
Metuchen,,,,,,1,,,1,1,,1,4
Mickleton,,,,,,,,,,1,1,,2
Middletown,,,,1,1,,,,,1,1,,4
Midland Park,,,,,,,,,1,,,,1
Milford,,,,,1,,,1,,1,,,3
Millburn,,,,,1,1,,1,,,,1,4
Milltown,,,,,,,1,,,,,,1
Millville,,,,,,,2,1,1,,1,,5
Mine Hill,,,,,,,,,1,,,,1
Monmouth Junction,,,,,,,,,,,1,,1
Monroe,,,,,,,,,,1,,,1
Monroe Township,,,,,1,,,,2,,,,3
Monroeville,,,,,,1,,,1,,,,2
Montclair,,,,,,1,,,2,1,,2,6
Montvale,1,,,,,,,,,2,,,3
Montville,,,,,,,,,,2,,,2
Moonachie,,,,,,,,,,1,,,1
Moorestown,,2,,,1,1,,,,,2,,6
Morris Plains,,,,,1,1,,,,1,,,3
Morris Township,,,,,1,,1,,,1,1,,4
Morristown,1,3,1,1,4,2,1,2,4,4,1,2,26
Mount Arlington,,,,,,,,,,1,,,1
Mount Holly,,,,,,,,,1,1,,,2
Mount Laurel,,,,,,2,,,1,1,,,4
Mount Tabor,,,,,,,,1,,,,,1
Mountain Lakes,,,,1,,,,,,1,,,2
Mountainside,1,,,,,,,,,1,,,2
Mt. Ephraim,,,,,,,,,,1,,,1
Mt. Holly,,,,,,1,,,,,,,1
Mullica Hill,,,,2,,,1,,3,5,,,11
National Park,,,,,1,1,,,,1,,,3
Neptune,,,,,2,,,,1,1,,,4
Neptune City,,,,,,,,1,,,,,1
Netcong,,,,,,,,,1,,,,1
New Brunswick,,1,1,3,,2,,1,,,,1,9
New Lisbon,,,,,,1,,,,,,,1
New Milford,,,,,,1,,,,2,,,3
New Providence,,,,,,1,,,,1,,,2
New Vernon,,,,,,,,,,1,,,1
Newark,,,1,1,1,1,,1,1,1,,,7
Newton,,,,,2,2,,,,2,,,6
North Arlington,,,1,,,,,,,,,,1
North Bergen,,,,,1,,,,,,,,1
North Brunswick,,,,1,4,1,,,,1,,,7
North Cape May,,,,,,,,1,,,,,1
North Haledon,,,,1,,,,,,,,,1
North Wildwood,,,,,,1,1,1,,,,,3
Northfield,,,,,3,,,,,1,,,4
Norwood,,,,,,,,,,1,,,1
Nutley,,,,,1,,,,,,,,1
Oak Ridge,,,,,,,,,,2,,,2
Oakland,,,,,,,,,,1,,,1
Oaklyn,,,,,,,,,1,,,,1
Ocean City,,,,,2,1,,1,2,,3,,9
Ocean Grove,,,,,,,,,1,,,,1
Ocean Township,,,,,,1,,,,,,,1
Ocean View,,,,,,1,,,,,,,1
Oceanport,,,,,1,,,1,,,,,2
Ogdensburg,,,,,,2,,,,,,,2
Oradell,,,,,,,,,,1,,,1
Paramus,,,,1,,,,,1,1,1,,4
Park Ridge,,,,,,,,,1,,,,1
Parsippany,,,,,4,4,3,5,,1,1,,18
Passaic,,,,,,,,,,,,1,1
Paterson,,,,,,,1,,,,,,1
Peapack,,,,,1,,,,,,,,1
Pemberton Township,,,,,,,,1,,,,,1
Pennington,,,,,2,,,,1,,1,1,5
Pennsauken,,1,,2,3,6,2,2,2,2,3,,23
Pennsville,,,,1,1,,,,,1,,,3
Pequannock,,,,,1,1,1,,,,,,3
Phillipsburg,,,,1,1,,,,,,,,2
Pilesgrove,,,,,1,,,,1,1,,,3
Pine Beach,,,,,,1,,,,,,,1
Pine Hill,,,,1,,,,,,,,,1
Piscataway,,,2,1,4,1,,,2,3,2,,15
Pitman,,1,,1,1,,,,,1,,,4
Pittsgrove,,,,,1,,,1,,1,,,3
Plainfield,,,,,,,,,,2,,,2
Pohatcong,,,,,,,,,,1,,,1
Point Pleasant,,,,,1,1,,,,,,,2
Point Pleasant Beach,,,,,1,,,,,1,,,2
Point Pleasant Borough,,,,,,,,,,2,,,2
Pomona,,,,,,,,,,1,,,1
Pompton Lakes,,,,,,,,,1,,,,1
Pompton Plains,,,,,,,,,,1,,,1
Port Norris,,,,1,,,,,,,,,1
Port Republic,,,,,1,,,,,,,,1
Princeton,,1,,3,4,6,1,2,4,3,1,1,26
Princeton Junction,,,,,,,,,,1,,,1
Rahway,,,,,1,,,,,,,,1
Ramsey,,,,,2,,,,1,,,,3
Randolph,,,,,,1,1,,,1,1,,4
Readington,,,1,,,,1,,,1,,,3
Red Bank,,,,,,1,,,,,,,1
Ridgefield Park,,,,,,1,,,,,,,1
Ridgewood,,,,,1,,,,,1,1,,3
Ringoes,,,,,,,,,1,,,,1
Ringwood,,,,,1,,,,1,1,,,3
Rio Grande,,,,,,1,,,,,,,1
River Edge,,,,1,,,,,,,1,,2
River Vale,,,,,,,,,,1,,,1
Riverton,,,,1,,,,,,1,,,2
Robbinsville,,,,,1,1,,,,1,,,3
Rochelle Park,,,,,,,,1,1,,,,2
Rockaway,,,,,,,1,1,,,,,2
Roseland,,,,1,,,,,,,,,1
Rumson,,,,,,1,,,,,1,,2
Runnemede,,,,,,,,,1,,,,1
Rutherford,,,1,,1,1,,,,1,,,4
Saddle Brook,,,,1,,,,,,,,,1
Saddle River,,,,1,,,,,,,,,1
Salem,,,,,,,,,,2,,,2
Sandy Hook,,,,,,,,,,2,,,2
Sandyston,,,,,,,,,,,1,,1
Sayreville,,,,,,,,,,1,,,1
Scotch Plains,,,1,1,,,,,,1,,,3
Sea Girt,,,,,,1,1,1,,1,,1,5
Sea Isle City,,1,,,2,1,1,1,1,,,,7
Seabrook,,,,1,,,,,,,,,1
Seaside Heights,,1,,,,,,,1,1,,,3
Seaside Park,,,,,1,1,,,2,,,,4
Secaucus,,,,,,,,,1,,,,1
Sewell,,,1,4,3,1,,,3,2,,,14
Shamong,,,,,,,,,,1,1,,2
Ship Bottom,,,,1,,,,,1,,,,2
Short Hills,,,,,,,,,,1,,,1
Shrewsbury,,,,,,,,,,1,,,1
Sicklerville,,,,,,1,,,1,1,,,3
Skillman,,,,1,,,,,,,,,1
Smithville,,,,,,,,,1,,,,1
Somerdale,,,,,,,,,1,,,,1
Somers Point,,,,1,,,,,2,,,,3
Somerset,,,,,1,,,1,,1,2,,5
Somerville,,,,,1,2,,,1,2,,,6
South Amboy,,,,,,1,,,,,,,1
South Brunswick,,,,,1,,,,,,,,1
South Orange,,,,,,1,,,1,1,,,3
South Plainfield,,,,,1,1,,,2,,,,4
South River,,,,,,1,,,,1,,,2
Southampton,,,,,1,,,,,,,,1
Sparta,,,,1,3,,1,,1,,1,,7
Spotswood,,,,,,,,,2,,1,,3
Spring Lake,,,,,1,,,,,,,,1
Springfield,,,,,,,,,1,1,,,2
Stanhope,,,,,,,,,1,,,,1
Stewartsville,,,,,,1,,,,,,,1
Stillwater,,,,,,,,,,1,,,1
Stirling,,,,,,,,,,1,,,1
Stockton,,,,,,,1,,,,,,1
Stone Harbor,,,,,1,,2,1,,,,,4
Stratford,,,,,,,,,,1,1,,2
Strathmere,,,,,,,,1,,,,,1
Succasunna,,,,,,1,,,,1,,,2
Summit,,,,,1,1,,,,,,,2
Surf City,,,,,1,,,,,,,,1
Swartswood,,,,,,,,,,1,,,1
Swedesboro,,,,,,,,,1,,,,1
Tabernacle,,,,,,,,,,1,,,1
Tenafly,,,1,,1,1,,,,,,,3
Teterboro,,,,,,,1,,,,,,1
Thorofare,,,,1,,,,,1,,,,2
Three Bridges,,,,,,,,1,,,,,1
Tinton Falls,,,,,1,,,,1,1,,,3
Titusville,,,1,,,,,,,2,,,3
Toms River,,,,,1,2,3,,,3,1,1,11
Trenton,,,,3,2,,,,,1,1,,7
Tuckerton,,,,,1,,,,1,1,,,3
Union,,,,,,,,,1,1,,,2
Union Beach,,,,,,1,,,,,,,1
Union City,,,,,,,,,1,,,,1
Upper Saddle River,,,,,1,,,,,,1,,2
Ventnor City,,,,,1,,,,,,,,1
Vernon,,,,1,,1,1,,1,,,,4
Verona,,,,,,1,,,1,,1,,3
Vincentown,,,1,,,,1,,,,,,2
Vineland,,,,2,1,1,,,1,,1,,6
Voorhees,,,,3,,2,,,,1,,,6
Waldwick,,,,,1,,,,,,,,1
Wall,,,,1,1,2,,,2,,1,2,9
Walpack,,,,,,,,,1,,,,1
Wantage,,,,,,1,,,,,,,1
Waretown,,,1,,,,,,,1,,,2
Warren,,,,,,2,,,,,,,2
Washington,,,,1,,,,1,1,1,,,4
Watchung,,,,,,,,,,,1,,1
Wayne,,,,,,,1,,2,1,1,,5
Weehawken,,,,1,,,,,,,,,1
Wenonah,,,,,,1,,,,1,1,,3
West Cape May,,,,,,,,,,1,,,1
West Deptford,,,,4,2,2,1,,1,1,,,11
West Long branch,,,,,1,,,,,,,,1
West Milford,,,,1,1,1,,,,,,,3
West Orange,,,,,1,2,1,,4,2,,,10
West Trenton,,,,,1,,,,,,,,1
West Windsor,,,,1,1,3,2,1,4,3,1,1,17
Westfield,1,,,,1,,1,,1,,1,,5
Westmont,,,,,,,,,,,1,,1
Westwood,,,,1,,1,,,1,,,,3
Wharton,,,,1,,,,,,,,1,2
Whippany,,,,,1,1,,,,,,,2
Wildwood,,,,,2,,3,1,1,1,1,1,10
Wildwood Crest,,,,,,,,2,,,,,2
Williamstown,1,,,1,2,,,,,,,,4
Willingboro,,,,,,,,,1,1,,,2
Wood-Ridge,,,,,,,,,,1,,,1
Woodbridge,,,,,,,,,1,,,,1
Woodbury,,,,,,1,1,,1,2,,,5
Woodbury Heights,,,,,,1,,,,,,,1
Woodcliff Lake,,,,,,1,,,,,,,1
Woodland Park,,,,,,,,1,1,4,,,6
Woodstown,,,1,1,,,1,,,,1,,4
Woolwich Township,,,,1,,,,,,,,,1
Wyckoff,,,,,,,,,,1,,,1
Total,21,20,45,119,205,165,86,81,191,266,104,38,1341
