City,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
Dania Beach,,,1,1,,,,,,,1,,3
Davenport,,,,,,1,,,,,,,1
Davie,4,2,,3,,,,,5,5,2,,21
Daytona Beach,2,1,2,2,1,,1,1,1,2,4,4,21
De Land,,,,1,,,,,,,1,,2
DeBary,1,,1,1,,,1,,,1,,2,7
Deerfield Beach,1,,1,,2,1,,,,1,,,6
Defuniak Springs,,,,1,2,,,,,2,,,5
Deland,1,3,1,,2,,,,2,2,1,2,14
DeLeon Springs,1,,,,,,,,,1,,,2
Delray Beach,,1,2,1,1,1,,,1,1,1,1,10
Deltona,,1,1,,,,,,,,,,2
Destin,1,6,1,3,1,,,1,1,3,2,1,20
Doral,,,,1,,,,,,,,,1
Dover,,,,,,,,1,,,2,,3
Dowling Park,,,,,,,,,,,,1,1
Duck Key,,,,,,,,,1,,1,,2
Dunedin,2,,2,,1,1,1,,1,2,1,,11
Eatonville,,,,,,,,,,1,,,1
Edgewater,,,,1,,,,,,,,,1
Eglin Air Force Base,,,,,1,,,,,,,,1
Elkton,,,,,,,,,,1,,,1
Englewood,,1,,,2,,2,,,1,1,,7
Enterprise,1,,,,1,,,1,,,,,3
Estero,,,1,,,,,,,,,1,2
Eustis,,1,,1,,,,,1,,,,3
Fellsmere,,,1,1,,,,,,,,,2
Fernandina Beach,,1,,2,,1,1,1,1,1,,1,9
Flagler Beach,,,,,,,1,,,,,,1
Florahome,,1,,,,,,,,,,,1
Fort Lauderdale,4,6,2,3,4,,,1,2,1,2,3,28
Fort Myers,2,3,4,5,,,,,,3,5,3,25
Fort Myers Beach,,,1,,,,,,,,,,1
Fort Pierce,2,1,1,1,1,,,1,,1,1,,9
Fort Walton Beach,1,,4,2,5,3,1,1,,5,3,6,31
Freeport,,1,,1,,,,,1,,,,3
Fruitland Park,,1,,,,,,,,,,,1
Ft. Lauderdale,,3,2,1,3,,,,,,1,,10
Ft. Myers,,,,1,,,,,,,,1,2
Ft. Pierce,1,,,1,,,,,,,,,2
Gainesville,3,7,9,12,2,,1,1,,11,8,6,60
Geneva,,,,1,,,,1,,,,,2
Green Cove Springs,,,,1,,,,,,,1,,2
Greenacres,,,,,,1,,,,,,,1
Groveland,,2,,,,,,,,,,,2
Gulf Breeze,,1,1,1,,1,,,,2,,,6
Gulfport,1,,,,,,,,,1,,,2
Haines City,,,,2,,,,,,1,1,,4
Harbour Heights,,,,1,,,,,,,,,1
Harmony,,1,,,,,,,1,,,1,3
Hastings,,,,,1,,,,,,,,1
Hawthorne,,,,,,,,,,,,1,1
Heathrow,,,,,,,,,1,,,,1
Hernando,,1,,,,,,,,,,,1
Hialeah,1,1,2,2,1,1,1,1,,4,2,3,19
High Springs,,,1,,,,,,,,,,1
Hilliard,,,,,,,,,,,1,,1
Hobe Sound,,,,2,,,,2,2,2,,,8
Holly Hill,,,,,,,,,,,,1,1
Hollywood,3,1,2,2,,,,1,4,4,3,1,21
Holmes Beach,1,,,,,,,,,,,,1
Homestead,1,2,3,,1,,,,1,1,,1,10
Homosassa,,,,,,,,,,1,,,1
Hudson,,,,1,,,,,,,,,1
Immokalee,,,1,,,1,,,,,,,2
Indialantic,,1,,,,1,,,1,1,,1,5
Indian Harbour Beach,1,,,,,,,,,,1,,2
Indian Rocks Beach,,,,1,,,,,,,,,1
Indiantown,,,,,,1,,,,,,,1
Inverness,,1,2,,1,,1,,1,2,1,1,10
Islamorada,,,,,,,,,,1,,1,2
Jacksonville,12,3,13,12,14,7,5,6,7,19,8,4,110
Jacksonville Beach,1,6,2,2,3,,,1,2,2,1,2,22
Jay,,,,,,,1,,,1,,,2
Jensen Beach,1,3,3,,,,1,1,1,,,,10
Juno Beach,,,,,,1,,,,,,,1
Jupiter,1,1,1,2,3,2,,1,1,1,1,2,16
Key Biscayne,,1,,,1,1,1,1,1,1,1,,8
Key Largo,,,,,,,,,,,2,,2
Key West,1,3,2,4,4,1,2,1,1,4,3,2,28
Keystone Heights,,,,,,,1,,,,,,1
Kissimmee,,1,1,,,,,1,3,,1,2,9
LaBelle,,1,1,,,,,,,,,,2
Lady Lake,,,1,,,,,,,,,,1
Lake Buena Vista,5,3,,,,,,,,1,3,,12
Lake Butler,,,1,,,,,,,,1,,2
Lake City,,1,3,1,,,,,1,1,,1,8
Lake Clarke Shores,,,,,,,,,,,1,,1
Lake Helen,,1,,,,,,1,,,,1,3
Lake Mary,,,2,2,2,,,1,2,,2,1,12
Lake Okeechobee,,1,,,,,,,,,,,1
Lake Placid,,,,,,,,,,2,,,2
Lake Wales,1,3,1,1,,,,,,,2,,8
Lake Worth,1,3,3,1,2,,,,1,2,,,13
Lakeland,2,5,3,2,5,3,1,1,5,6,5,1,39
Lakewood Ranch,1,,1,,,,,,1,1,,1,5
Land O' Lakes,1,,,1,1,,,,,2,1,1,7
Largo,1,4,2,2,4,,,1,,1,1,,16
Lauderhill,,,1,1,1,,,,2,3,,1,9
Lecanto,1,2,,1,,,,1,1,1,,,7
Leesburg,,,1,1,,,,,,1,,1,4
Lehigh Acres,,,,,,,,,1,,,,1
Lithia,2,,1,1,1,,,,1,1,2,,9
Live Oak,,1,2,,,,1,,1,,1,1,7
Longboat Key,,,,,,,,,,1,,,1
Longwood,,1,1,,,,,,,1,1,,4
Loxahatchee,,,,1,,,,,,,,,1
Lutz,,1,1,2,,,2,1,1,,2,,10
Lynn Haven,,,,,,,,,1,1,1,,3
Macclenny,,,,,,,,,,,1,,1
Madeira Beach,,,,,1,,,,,,,1,2
Madison,,1,,1,,,,,,,,,2
Maitland,,2,,,,1,,,,,1,,4
Marathon,,,1,1,1,,,,,,,,3
Marco Island,,,1,,,,,,,2,,1,4
Marianna,,,,1,1,,1,,,,,,3
Marineland,,,,,1,,,,,,,,1
Mayport,,,,,1,1,1,,,,,,3
Melbourne,7,6,6,3,4,2,1,3,1,4,6,1,44
Melbourne Beach,,,1,,1,2,,,1,1,1,,7
Melrose,,,,,,,,,,,1,,1
Merritt Island,1,1,,,,,,1,,1,,1,5
Mexico Beach,,,,,,,1,,,,1,,2
Miami,5,11,5,6,4,1,2,1,3,10,17,1,66
Miami Beach,1,1,,2,,,,,,3,,1,8
Miami Gardens,,1,,,,,,,,,1,1,3
Miami Lakes,,,,,,,,,,,,1,1
Miami Shores,,,,,,,,,,,2,,2
Micanopy,,1,,,,,,,,1,1,2,5
Middleburg,,,,,,,,,,1,,,1
Milton,1,2,1,,,,,2,,2,3,2,13
Mims,,,,,1,,,,,,,,1
Miramar,2,1,,1,,,,,,,,1,5
Miramar Beach,1,,,,,,,,1,,,,2
Monticello,,,,,,1,,,,,,,1
Mount Dora,,,,1,,,,,,,,2,3
Mulberry,,,,,,,,,,1,,,1
Munson,,,,,1,,,,,,,,1
Myakka City,,,,,1,,,,,,,,1
Naples,4,3,3,7,6,2,3,1,2,6,7,3,47
NAS Pensacola,,,,1,,,,,,,,,1
Navarre,,,,2,1,,,,1,2,,1,7
Navarre Beach,,,1,,1,,,,,,,,2
Neptune Beach,,,,1,,,,,,1,,,2
New Port Richey,2,,2,3,,1,,,,4,3,1,16
New Smyrna Beach,3,2,1,3,3,3,1,,,3,5,1,25
Newberry,,,1,1,2,,1,,1,1,1,1,9
Niceville,,2,1,3,1,,,,1,1,1,,10
Nobleton,,,1,,,,,,,,,,1
Nokomis,,,,,,,,,,1,,,1
North Bay Village,,,,,,,,,,,,1,1
North Fort Myers,1,,,,,,,,,,,,1
North Miami,,1,1,,2,1,,,2,1,1,,9
North Miami Beach,,1,1,1,1,2,3,2,,2,2,5,20
North Palm Beach,,,1,,,,,,,1,,,2
North Port,,1,,,,,1,,1,,,,3
Oakland,1,,,,1,,1,,,,,,3
Oakland Park,,,,,,,,,,,,1,1
Ocala,4,3,4,6,3,2,1,2,2,5,3,10,45
Ocoee,,,,,,,,,,,1,,1
Odessa,,,,,,,,,,,1,,1
Okeechobee,1,,,,,,,,,,,,1
Oldsmar,,,1,,1,,,,,,,,2
Orange Park,,1,1,4,4,1,,,2,4,,,17
Orlando,7,15,12,15,11,3,3,5,8,23,17,10,129
Ormond Beach,2,1,2,4,2,1,1,,,1,1,4,19
Osceola,,,,,,,,,1,,,,1
Osprey,,1,,1,,,,,,,,,2
Osteen,,,,,1,1,,,,,,,2
Oviedo,,1,1,1,3,,,,1,1,,,8
Ozona,,,,,,,,,,,1,,1
Pace,,1,,,1,,,1,,,2,,5
Paisley,,,,,,,,,1,,,,1
Palatka,,,,,2,1,,,,1,2,,6
Palm Bay,2,,1,,,,,,,1,2,,6
Palm Beach,,,,,,,,,,,1,,1
Palm Beach Gardens,,,1,,1,,1,,2,,,,5
Palm City,,,,,1,,1,,1,1,1,,5
Palm Coast,4,1,1,2,1,,,1,3,2,3,1,19
Palm Harbor,,4,1,2,2,1,2,,2,2,,3,19
Palmetto,,,1,1,,,,,,,,1,3
Palmetto Bay,,1,,,,,,,,,2,,3
Panama City,,1,4,6,2,,1,,3,,1,1,19
Panama City Beach,,1,2,1,1,3,4,4,3,3,3,3,28
Parkland,1,,,,1,,,,,1,,,3
Parrish,,,,,1,,,,,,,,1
Paxton,,,,,,,,,,,,1,1
Pembroke Pines,,,,3,,,,,,1,,,4
Pensacola,1,5,6,3,3,1,2,1,4,5,5,6,42
Pensacola Beach,1,,,3,2,2,1,2,,4,3,,18
Perdido Key,,,1,1,,,,,,,,1,3
Perry,,,1,,1,,,,,,,,2
Pierson,,,,,1,,,,1,,,,2
Pinecrest,,1,,,1,,,,,1,,,3
Plant City,,1,,,,,,,1,2,1,1,6
Plantation,,1,1,,,,,,,,1,,3
Pompano Beach,,,2,1,2,,,,1,,2,,8
Ponce Inlet,,1,,,,,,,,1,1,,3
Ponte Vedra,,1,2,,1,1,1,,1,1,,,8
Ponte Vedra Beach,,1,,1,,1,,,,,,1,4
Port Charlotte,,,,1,1,1,,1,1,,2,2,9
Port Orange,2,4,,1,,1,,,3,,4,,15
Port Richey,,1,,,,,,,,,,,1
Port St Lucie,1,,1,,,,,,,,,,2
Port St. Joe,,,,2,,1,,,,2,,,5
Port St. John,,,,,,,,,,,1,,1
Port St. Lucie,,,1,2,1,,,,,1,,,5
Punta Gorda,1,1,1,,1,,,,,1,1,1,7
Riverview,,,,2,1,,,,,,,,3
Riviera Beach,,,,1,1,,,,,,,,2
Rockledge,,1,1,,,,,,,,,,2
Rosemary Beach,,,,,,,,,,1,1,,2
Rotonda West,1,,,,,,,,,,,,1
Royal Palm Beach,,,1,,,,,,,1,,,2
Ruskin,,,,,1,,,,,1,,,2
Safety Harbor,,1,1,,1,,,,1,,,,4
Saint Augustine,,,1,,,,,,,,,,1
Saint Cloud,,,1,,1,,,,,,,,2
Saint Johns,,,,1,,,,,,,,,1
Saint Marks,,1,,,,,,,,,,,1
Saint Petersburg,,,1,2,1,,,1,,1,,2,8
San Antonio,,,,,,1,,,,1,,,2
Sandestin,,,,,,,,1,,,,,1
Sanford,1,1,1,2,2,,,,,3,3,,13
Sanibel,,,,,,,,,,1,,,1
Santa Rosa Beach,,,,1,,,,,,,,1,2
Sarasota,4,6,7,4,5,2,1,3,1,4,5,4,46
Satellite Beach,,,,1,1,1,,,,,1,1,5
Seaside,,1,,,,,,,,,,,1
Sebastian,,,1,,1,,,,,1,1,,4
Sebring,1,2,,2,1,2,1,1,2,3,2,,17
Seminole,,,1,,,1,,,,,,,2
Sewall's Point,,,,,,,,,,,,1,1
Shalimar,,,1,,,,,1,,,,,2
Siesta Key,,,,,,,,,,,,1,1
Silver Springs,,,,,,,,,,,1,,1
Sneads,,,,,,,,,,,1,,1
Sopchoppy,,,,1,,,,,,,,,1
South Beach,,,2,,,,,,,,,,2
South Daytona,,,,,,,,,1,,,,1
South Miami,,,,,1,,,,,,,,1
Spring Hill,1,,2,2,2,,,,,,,1,8
St Pete Beach,1,,,,,,,1,,,,,2
St Petersburg,,1,1,1,,,,,,1,,2,6
St. Augustine,2,1,4,4,2,,1,,1,4,3,3,25
St. Augustine Beach,,,,,,,,,,,,2,2
St. Cloud,,,,,,,,,,1,,,1
St. George Island,,,1,,,,,1,1,,,,3
St. Pete Beach,1,,,1,,1,1,,,,,,4
St. Petersburg,1,4,1,1,,1,,,3,3,3,4,21
Starke,,,,1,,,,1,,,,,2
Steinhatchee,,,,,,,,,,1,,,1
Stuart,3,2,2,3,1,,,,1,1,2,,15
Sunny Hills,,,,,,,,,,,1,,1
Sunrise,,3,2,,1,,,,1,1,,2,10
Surfside,,2,,,,,,,,,,,2
Sydney,,,,,,,,,,,1,,1
Tallahassee,9,7,7,10,10,9,8,4,9,8,7,4,92
Tamarac,,,,,,,,,,,1,,1
Tampa,3,9,8,12,11,3,2,1,7,13,17,9,95
Tarpon Springs,,,,,1,,,,1,1,,,3
Tavares,,2,,,,,,,,,1,1,4
Tavernier,,,,,,,,,,,1,,1
Temple Terrace,1,,1,,,,,,1,,1,,4
Tequesta,,,2,,,,,,,,1,,3
The Villages,1,,,,1,,,,,1,1,,4
Thonotosassa,,1,2,1,,,,,,2,,1,7
Tierra Verde,,,1,,,,2,1,1,2,,1,8
Titusville,2,2,2,1,1,,,,,1,1,3,13
Treasure Island,,,,1,,,,,,,,,1
Trinity,,,,,,,,,,1,,1,2
Tyndall Air Force Base,,,,,,,,1,,,,,1
Umatilla,,1,,,,,,,,1,,,2
Valparaiso,,,,2,,,1,,,,,,3
Valrico,,,,,1,,,,,,,,1
Venice,3,1,3,1,,,,,1,,4,1,14
Vero Beach,3,2,1,1,1,,1,1,1,2,4,4,21
Viera,,1,1,,1,,,1,1,,1,1,7
Wakulla Springs,,,,,,,,1,,,,,1
Wauchula,,,,,2,,,,,,,1,3
Welaka,,,,,,,,,,1,,,1
Wellborn,,1,,,,,,,,,,,1
Wellington,,1,1,1,,1,,,,1,,1,6
Wesley Chapel,1,2,2,,,,,,,1,1,,7
West Palm Beach,4,3,2,5,5,,,2,2,1,2,2,28
Weston,,,,1,1,,1,,,,,1,4
wewahitchka,,,,,1,,,,,,,,1
White Springs,,,1,,,,,,,1,,,2
Wildwood,,,1,1,,,,,1,,,,3
Williston,,,,1,,,,,,2,,,3
Wimauma,,,,1,,,,,,,,,1
Windermere,,,,1,,,,,,,,,1
Winter Garden,,2,1,,,,2,,2,1,3,,11
Winter Haven,1,1,2,3,,,,,,,2,1,10
Winter Park,2,2,3,2,1,,1,,,,1,,12
Winter Springs,,,,,,,,,,,,1,1
Yankeetown,,,1,,,,,,,,,,1
Yulee,,,,,,,,,,,,1,1
Zephyrhills,,,1,,,,,,,1,1,,3
Zolfo Springs,,,,,,,,,,,,1,1
Total,195,274,287,302,259,103,99,101,181,352,322,232,2707
