City,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
Denton,,,1,1,,,,,1,,1,2,6
Derwood,,,,,,,,,2,,,,2
Dundalk,,,1,,,,1,,,,,1,3
Earleville,,,,1,,,,,,,,,1
Easton,,,1,1,,,,,,1,1,,4
Edgewater,,,,2,1,,1,1,1,1,2,1,10
Edgewood,,,,,,,,1,,,,,1
Eldersburg,,,,,,,,,1,,,1,2
Elkridge,,1,1,1,1,,,,1,,,1,6
Elkton,1,,,,1,1,,,,,1,,4
Ellicott City,,,,6,3,3,,2,3,6,3,2,28
Emmitsburg,,,1,1,,1,,,1,,2,1,7
Essex,,,,,,,,,,,1,,1
Fairhill,,,,,,,1,,,,,,1
Fallston,1,,,,,,,,,,,,1
Faulkner,,,,,,1,,,,,,,1
Finksburg,,,,,,,,,,,1,,1
Flintstone,,,,,,1,1,1,,,,,3
Forest Hill,1,,,,1,,,,1,,,,3
Fort Meade,,,,1,2,1,,,1,1,1,1,8
Fort Washington,,,,,1,1,,,,,,,2
Frederick,,,2,8,5,2,1,1,5,5,4,2,35
Freeland,,,,,,,,,2,,,,2
Frostburg,,,,,,,,,1,,,,1
Fulton,,,,,1,,,,,,,,1
Gaithersburg,1,,2,1,2,1,,,1,1,2,1,12
Galena,,,,,1,,,,1,,,,2
Gambrills,,,,,,,,,,1,,,1
Germantown,,,,,3,2,,1,,,2,,8
Glen Burnie,,,,,,1,,,1,3,1,,6
Glen Echo,,,,,,,,,,,,1,1
Glenelg,,,,,,,,,,1,,,1
Glenn Dale,,,,,2,,,,,,,,2
Grantsville,,,,,,1,,,,,,,1
Grasonville,,,,,1,,,,,1,1,,3
Greenbelt,,1,,2,,,,,2,1,,,6
Hagerstown,,,,4,1,,4,1,2,3,2,1,18
Halethorpe,,,,1,,,,,,,,,1
Halfway,,,,,1,,,,,,,,1
Hampstead,,,,,1,,,,,,1,,2
Hancock,,,,1,,,,,1,,,,2
Hanover,,,,,,,,,1,,,,1
Harwood,,,,,,,,,,1,,,1
Havre de Grace,,,,3,1,1,,,2,1,1,1,10
Hebron,,,,,,,,,,1,,,1
Highland,,,,,,,,,,,1,,1
Hollywood,,,,,,1,,,,1,,,2
Hughesville,,1,1,,,,,,,,,,2
Hunt Valley,,,,,1,,,,,1,,,2
Huntingtown,1,,,,1,,,,1,2,,,5
Hurlock,,,,,,,,,,1,,,1
Hyattsville,,,,,,,,1,,,,,1
Hydes,,,,,,,,1,,,,,1
Indian Head,,,,1,,,,,,,,,1
Jarrettsville,,,,,,,,,,,,1,1
Joppa,,,,1,1,,,,,,,,2
Kennedyville,,,,,,,,,,1,1,,2
Kensington,1,,,,,1,,,1,,1,,4
Kingsville,,,,1,1,1,,,,1,,,4
La Plata,,,2,,,,,,,1,4,,7
Landover,,,,,1,,,,,,,,1
Largo,,,,,1,,,,,,,,1
Laurel,,,,,2,1,,,1,2,2,,8
Leonardtown,,,1,1,2,,,,,,,,4
Lexington Park,,,,,1,1,,,1,1,,,4
Linthicum Heights,,,,,,,,,,1,,,1
Lonaconing,,,,,,1,,,,,,,1
Lothian,,,,,1,,,,,,,,1
Lusby,,,2,1,3,1,5,1,,,,,13
Manchester,,,,1,,,,2,,,,,3
Marbury,,,,,2,,,,,,,,2
Marriottsville,,,,,,,,,,1,,,1
Mechanicsville,,,1,,1,,,1,,,,,3
Middle River,,,,,,,,,,1,,,1
Middletown,,,1,,1,,,1,,,,,3
Millersville,,1,1,1,3,1,1,1,,1,,,10
Millington,,,,,,,,,1,,,,1
Monkton,,,,1,,,2,,,,,,3
Montgomery Village,,,,,,,2,,,,1,,3
Mount Airy,,,,,2,,,1,2,1,,,6
Mt. Airy,,,1,1,,,,,1,1,1,,5
Myersville,,,,1,,,,,,,,,1
National Harbor,,,,,,,,2,1,1,,1,5
New Market,,,,1,1,,,,,,,,2
New Windsor,,,,,,,,,,,1,,1
North Beach,,,1,,,,,,,,,,1
North Bethesda,,,1,,,,,,,1,,,2
North East,,,1,,,,,1,,,,,2
North Laurel,,,,,,,,,,,1,,1
Nottingham,,,,,,,,,2,3,,,5
Oakland,,,,,,,,,,1,,,1
Ocean City,,,1,2,,,,,,1,3,1,8
Ocean Pines,,,,,,,1,,,,,,1
Odenton,,,1,,,1,,,,,,,2
Olney,,1,,2,2,1,,,2,3,,,11
Owings,,,,1,,,,,,,,,1
Owings Mills,,,,,1,,,,1,1,,,3
Oxon Hill,,,1,,,,,1,,1,,,3
Parkton,,,,,,2,,,,,,,2
Pasadena,,,1,,2,,2,,1,1,1,1,9
Pasedena,,,,,,,,,,,1,,1
Patuxent River,,,,,1,,,,,,,,1
Perry Hall,,,1,,,,,1,,,1,,3
Perry Point,,,,1,,,,,,,,,1
Perryville,,,,,2,,1,,,1,,,4
Pikesville,,,,,1,,1,,,,,,2
Piney Point,,,1,,,,,,,2,,,3
Pittsville,,,1,,,,,,,,,,1
Pocomoke City,,,,,1,,,1,,,,,2
Pomonkey,,,,1,,,,,,,,,1
Poolesville,,,,,,1,,1,,,,,2
Potomac,1,,,2,2,,2,,2,1,,,10
Preston,,,,,,,,,,,1,,1
Prince Frederick,1,,,,,,,,,,2,,3
Pylesville,,,,1,1,,,,,,,,2
Queenstown,,,,,,,,,,,1,,1
Reisterstown,,,1,1,4,,,,,,,1,7
Ridgely,,,,1,,2,,,,,,,3
Rising Sun,,,,1,,,,,,,,,1
Riverdale,,,,,,,,,1,,,,1
Rock Hall,,,,,,2,,1,,4,,1,8
Rockville,,,,2,4,1,4,1,4,8,3,1,28
Rosaryville,,,,,,,,,,1,,,1
Saint Leonard,,,1,,,,,,,,,,1
Salisbury,,,2,4,1,2,,,2,2,,1,14
Sandy Spring,,,,,,,,,,,1,,1
Scotland,,,,,1,,,,,,,,1
Severn,,,,1,,,,,1,2,2,,6
Severna Park,,,1,1,,1,,,1,1,1,,6
Shady Side,,,,,1,,,,,,,,1
Sharpsburg,,,,,,,,1,,,,,1
Sherwood Forest,,,,,,,1,,,,,,1
Silver Spring,,1,,1,3,,,1,1,5,1,,13
Snow Hill,,,,1,,,,,1,,,,2
Solomons,,,,,,,,1,2,,2,,5
Solomons Island,,,,,,,,,,,1,1,2
Sparks,,,,,,,,,1,1,1,1,4
Sparks Glencoe,,,,1,,,,,1,,,,2
St. Mary's City,,,,1,,,,,,1,2,,4
St. Michaels,,,,,1,,,,,,,,1
Stevensville,,,,3,1,1,,,1,3,,1,10
Susquehanna State Park,,,1,,,,,,,,,,1
Swanton,,,,,1,,,,2,,,,3
Sykesville,,1,,1,,,1,1,2,1,2,,9
Takoma Park,,,,1,1,,,,,,,,2
Tall Timbers,,,,1,,,,,,,,,1
Taneytown,,,,,,,,,,,1,1,2
Temple Hills,,,,,,,,1,,,,,1
Thurmont,,,,,,,,,1,1,,,2
Timonium,,,,,,1,,1,,,1,,3
Towson,,1,,3,3,1,1,,7,7,4,1,28
Union Bridge,,,,,1,,,,,,,,1
University Park,,,,1,,,,,,,,,1
Upper Marlboro,,,1,,1,,2,1,,,3,,8
Vienna,,,,,,,,,1,,,,1
Waldorf,,,,1,,,1,,1,,,,3
Walkersville,,,1,,,2,,,,,,,3
Westernport,,,,,,,1,,,,,,1
Westminister,,,,,,1,,,,,,,1
Westminster,1,1,3,2,4,1,,1,2,6,3,1,25
Wheaton,,,,,1,1,,,,,,,2
White Hall,,,,,,,,1,,,1,,2
White Plains,,,,,,,,,1,2,,,3
Williamsport,,,,,1,,,,,,,,1
Windsor Mill,,,,,,,,1,,,,,1
Winfield,1,,,,,,,,,,,,1
Woodbine,,,,,,,2,1,,1,,,4
Woodsboro,,,,,,,,,,1,,,1
Woodstock,,,1,,,,,,,,,,1
Worton,,,1,,,,,,,,,,1
Total,19,16,59,128,147,86,57,66,130,161,119,48,1036
